date,Adj Close
5/21/18,2700.954144
5/22/18,2704.476307
5/23/18,2716.195045
5/24/18,2722.242187
5/25/18,2722.252594
5/29/18,2722.066162
5/30/18,2714.523914
5/31/18,2715.073937
6/1/18,2714.907447
